dataset,task,model,model_name,metric,metric_name,method_a,method_b,outcome,mean_difference_a_minus_b,ci_lower,ci_upper,bootstrap_p_value,n_paired_units,outcome_name,comparison_family,difference_definition,negative_difference_favours,positive_difference_favours,holm_p_value,cross_task_comparability
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Composite-RRF,Geographic,performance_loss_pct,-6.784605667530077,-12.094112663507207,-1.6315971521492152,0.010999450027498626,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Geographic,0.18719064046797662,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Composite-RRF,LightGBM,performance_loss_pct,4.831620868626089,1.4656296849130608,8.386572705506955,0.00359982000899955,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,LightGBM,0.08399580020998951,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Composite-RRF,MLP,performance_loss_pct,1.1962450485682417,-1.9471482151525357,4.450548745924878,0.46107694615269235,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,MLP,1.0,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Composite-RRF,Script,performance_loss_pct,-15.573198578902659,-20.1272536922858,-11.08226213323499,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Composite-RRF,Typological,performance_loss_pct,-5.145717511741427,-9.879174453911817,-0.3070770382949962,0.03509824508774561,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Typological,0.4211789410529473,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Composite-RRF,Wikipedia size,performance_loss_pct,-16.199865586018216,-21.318174487748696,-11.071581792917181,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Genetic,Geographic,performance_loss_pct,-2.1832035110485184,-8.00104185497917,3.487780549179553,0.4585770711464427,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Geographic,1.0,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Genetic,LightGBM,performance_loss_pct,9.43302302510765,5.3394849306921826,13.795662809229364,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,LightGBM,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Genetic,MLP,performance_loss_pct,5.797647205049802,1.4871982835611497,10.016226616594862,0.008599570021498925,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,MLP,0.167991600419979,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Genetic,Script,performance_loss_pct,-10.971796422421097,-15.901756787680505,-6.095097020070349,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Genetic,Typological,performance_loss_pct,-0.5443153552598672,-6.216014130693836,5.141227976456028,0.8502574871256438,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Typological,1.0,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Genetic,Wikipedia size,performance_loss_pct,-11.598463429536656,-17.384710688334476,-5.83797792769849,0.00039998000099995,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Wikipedia size,0.01159942002899855,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Geographic,LightGBM,performance_loss_pct,11.616226536156168,7.16214688388342,16.159980148852252,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,LightGBM,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Geographic,MLP,performance_loss_pct,7.980850716098321,3.3371534024900957,12.676268860467411,0.0006999650017499125,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,MLP,0.01959902004899755,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Geographic,Script,performance_loss_pct,-8.78859291137258,-13.786880037865423,-3.748745116052806,0.0006999650017499125,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Script,0.01959902004899755,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Geographic,Typological,performance_loss_pct,1.638888155788651,-3.5076407492820687,6.858736562061216,0.5404729763511824,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Typological,1.0,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Geographic,Wikipedia size,performance_loss_pct,-9.415259918488136,-14.787347914055538,-3.923067483443468,0.000999950002499875,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Wikipedia size,0.02599870006499675,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,LightGBM,MLP,performance_loss_pct,-3.635375820057847,-7.003695426735309,-0.4758688541785276,0.023398830058497074,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,MLP,0.3494825258737063,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,LightGBM,Script,performance_loss_pct,-20.404819447528748,-24.675189406704146,-16.198356015961817,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,LightGBM,Typological,performance_loss_pct,-9.977338380367517,-14.461696246098427,-5.555421931970022,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Typological,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,LightGBM,Wikipedia size,performance_loss_pct,-21.031486454644305,-25.984241442386736,-16.11896744703676,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,MLP,Script,performance_loss_pct,-16.769443627470903,-20.86728640258016,-12.62596456310954,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,MLP,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,MLP,Typological,performance_loss_pct,-6.341962560309669,-10.74080031846883,-1.8119933810788456,0.00519974001299935,147,PL (%),All methods within held-out task,method_a minus method_b,MLP,Typological,0.11439428028598571,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,MLP,Wikipedia size,performance_loss_pct,-17.396110634586456,-22.62565754484528,-12.16582479756999,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,MLP,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Script,Typological,performance_loss_pct,10.427481067161231,5.251267248596357,15.481916945315575,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Script,Typological,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Script,Wikipedia size,performance_loss_pct,-0.6266670071155558,-6.022394604043445,4.859411112535805,0.8260586970651468,147,PL (%),All methods within held-out task,method_a minus method_b,Script,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
ud_dep_xlm-r,ud_dep,xlm-r,XLM-R,las,F1/LAS,Typological,Wikipedia size,performance_loss_pct,-11.054148074276787,-16.399666917272725,-5.920996795552401,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Typological,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,ASJP,Composite-Equal,performance_loss_pct,1.4347332042783818,-2.575055835545173,5.332687342607764,0.47977601119944,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-Equal,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,ASJP,Composite-RRF,performance_loss_pct,2.8940796975185568,-0.9868008994730835,6.7086496618426406,0.14989250537473126,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-RRF,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,ASJP,Genetic,performance_loss_pct,-1.8650009833244743,-5.842891878966296,1.9764888296047791,0.34348282585870704,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Genetic,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,ASJP,Geographic,performance_loss_pct,-10.14149524431684,-14.940566813309934,-5.292334874960537,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Geographic,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,ASJP,LightGBM,performance_loss_pct,0.050602276028295805,-3.3155015196490027,3.3181623047245763,0.9817509124543773,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,LightGBM,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,ASJP,MLP,performance_loss_pct,2.4668655943745845,-1.0649965378105448,5.975476694010036,0.16989150542472875,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,MLP,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,ASJP,Script,performance_loss_pct,-11.450301657241898,-16.478875172095215,-6.413393175708387,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,ASJP,Typological,performance_loss_pct,-6.5643912394366,-11.17071749729269,-2.131442739863755,0.0028998550072496373,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Typological,0.06379681015949203,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,ASJP,Wikipedia size,performance_loss_pct,-15.338412702752839,-20.924935806987875,-9.946147654868966,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Composite-RRF,performance_loss_pct,1.4593464932401754,-1.8246446894248578,4.757811735864482,0.37978101094945255,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Composite-RRF,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Genetic,performance_loss_pct,-3.299734187602855,-7.2993716825177195,0.6893899296888303,0.10649467526623668,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Genetic,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Geographic,performance_loss_pct,-11.57622844859522,-16.321638857011468,-6.776013179030925,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Geographic,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-Equal,LightGBM,performance_loss_pct,-1.3841309282500853,-5.193150471754089,2.4867797009618204,0.4830758462076896,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,LightGBM,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-Equal,MLP,performance_loss_pct,1.0321323900962032,-2.0542876214599777,4.321108854566145,0.5375731213439328,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,MLP,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Script,performance_loss_pct,-12.885034861520278,-18.04508018632544,-7.637558762629875,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Typological,performance_loss_pct,-7.999124443714979,-12.771305930209351,-3.2202192238941008,0.0007999600019999,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Typological,0.0191990400479976,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Wikipedia size,performance_loss_pct,-16.77314590703122,-22.012954504333752,-11.637678719424338,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Genetic,performance_loss_pct,-4.759080680843032,-8.890698154879207,-0.6938899561666229,0.020498975051247436,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Genetic,0.43047847607619616,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Geographic,performance_loss_pct,-13.035574941835396,-17.89553869868889,-8.046176763759004,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Geographic,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-RRF,LightGBM,performance_loss_pct,-2.8434774214902614,-6.607023869382315,0.9714883476308404,0.14459277036148194,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,LightGBM,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-RRF,MLP,performance_loss_pct,-0.4272141031439723,-3.5678782916149,2.759272234764793,0.7964601769911505,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,MLP,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Script,performance_loss_pct,-14.344381354760454,-19.343615758036503,-9.385194196909033,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Typological,performance_loss_pct,-9.458470936955155,-14.004706586568771,-4.912069129689505,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Typological,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Wikipedia size,performance_loss_pct,-18.232492400271394,-23.39529273626873,-13.084555385700204,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Genetic,Geographic,performance_loss_pct,-8.276494260992363,-13.367598405420399,-3.2074388079996816,0.000599970001499925,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Geographic,0.014999250037498125,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Genetic,LightGBM,performance_loss_pct,1.91560325935277,-1.9119866292314127,5.822344822393691,0.32808359582020896,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,LightGBM,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Genetic,MLP,performance_loss_pct,4.331866577699058,0.0986107840053772,8.5952695759513,0.04469776511174441,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,MLP,0.8939553022348883,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Genetic,Script,performance_loss_pct,-9.585300673917423,-14.751487195861575,-4.551635976463727,0.0004999750012499375,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Script,0.012999350032498375,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Genetic,Typological,performance_loss_pct,-4.699390256112124,-9.62967723306975,0.2754832659344861,0.06449677516124194,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Typological,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Genetic,Wikipedia size,performance_loss_pct,-13.473411719428364,-18.94814407191468,-8.04053584478794,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Geographic,LightGBM,performance_loss_pct,10.192097520345134,5.37154522618294,14.968078633594514,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,LightGBM,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Geographic,MLP,performance_loss_pct,12.608360838691423,8.155696937090976,16.935094016709396,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,MLP,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Geographic,Script,performance_loss_pct,-1.3088064129250583,-6.449648774869947,3.8416728400944082,0.6119694015299235,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Script,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Geographic,Typological,performance_loss_pct,3.5771040048802405,-1.6530727548443152,8.767181682137867,0.18509074546272686,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Typological,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Geographic,Wikipedia size,performance_loss_pct,-5.1969174584359985,-10.330680007652667,-0.10359596128653627,0.04539773011349432,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Wikipedia size,0.8939553022348883,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,LightGBM,MLP,performance_loss_pct,2.4162633183462887,-0.6867047671486487,5.5032269491801085,0.12949352532373382,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,MLP,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,LightGBM,Script,performance_loss_pct,-11.500903933270191,-16.404159268290034,-6.623950534332159,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,LightGBM,Typological,performance_loss_pct,-6.614993515464894,-11.050059401077531,-2.237831327941159,0.0018999050047497626,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Typological,0.04369781510924454,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,LightGBM,Wikipedia size,performance_loss_pct,-15.389014978781134,-20.721616986130407,-10.076939232995727,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,MLP,Script,performance_loss_pct,-13.917167251616481,-18.723244750668684,-9.143144933209758,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,MLP,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,MLP,Typological,performance_loss_pct,-9.031256833811183,-13.454926068331732,-4.748434315371177,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,MLP,Typological,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,MLP,Wikipedia size,performance_loss_pct,-17.80527829712742,-23.071247025135417,-12.665953658572327,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,MLP,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Script,Typological,performance_loss_pct,4.8859104178053,-0.32427478745822175,10.112265258178144,0.06429678516074196,147,PL (%),All methods within held-out task,method_a minus method_b,Script,Typological,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Script,Wikipedia size,performance_loss_pct,-3.8881110455109393,-9.078289791376925,1.2963910543027508,0.1415929203539823,147,PL (%),All methods within held-out task,method_a minus method_b,Script,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Typological,Wikipedia size,performance_loss_pct,-8.774021463316238,-13.688063885521126,-3.876181925827172,0.0002999850007499625,147,PL (%),All methods within held-out task,method_a minus method_b,Typological,Wikipedia size,0.008099595020248988,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Composite-Equal,performance_loss_pct,3.883473626955793,0.7320014629674936,7.0787101317803485,0.014599270036498175,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-Equal,0.21898905054747264,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Composite-RRF,performance_loss_pct,4.573692759815146,1.3452860858636448,7.91577545358262,0.005299735013249337,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-RRF,0.1006949652517374,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Genetic,performance_loss_pct,-2.547424837110894,-5.414876739071726,0.3111614741440633,0.08469576521173941,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Genetic,0.846957652117394,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Geographic,performance_loss_pct,-7.260886168248251,-11.429472571370844,-3.174597659062582,0.000199990000499975,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Geographic,0.004999750012499375,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,LightGBM,performance_loss_pct,8.222399160818444,5.107002923070346,11.453275204334636,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,LightGBM,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,MLP,performance_loss_pct,2.838800377622496,0.2814339386612174,5.5515928242828645,0.029598520073996302,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,MLP,0.3847807609619519,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Script,performance_loss_pct,-7.719929548478439,-12.010015669520493,-3.326491980973613,0.0007999600019999,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Script,0.0167991600419979,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Typological,performance_loss_pct,-4.692402797306619,-8.833002254399824,-0.6113679950197863,0.022298885055747213,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Typological,0.312184390780461,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Wikipedia size,performance_loss_pct,-9.122774128588578,-13.46488649990773,-4.767712265181699,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Composite-RRF,performance_loss_pct,0.6902191328593524,-1.4732294159919779,2.915937318421625,0.5391730413479326,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Composite-RRF,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Genetic,performance_loss_pct,-6.430898464066687,-9.345856905257474,-3.504747672609178,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Genetic,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Geographic,performance_loss_pct,-11.144359795204043,-15.092952016073227,-7.351424720144476,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Geographic,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,LightGBM,performance_loss_pct,4.33892553386265,1.2605737172110854,7.476946988718227,0.0063996800159992,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,LightGBM,0.1151942402879856,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,MLP,performance_loss_pct,-1.0446732493332975,-3.642801086789492,1.5042539657564926,0.4307784610769462,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,MLP,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Script,performance_loss_pct,-11.603403175434233,-15.522666635231673,-7.6872117554221875,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Typological,performance_loss_pct,-8.575876424262413,-12.753627049062631,-4.41047503490763,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Typological,0.004499775011249437,scale-free; suitable for cross-task aggregation
