model,model_name,aggregation,method_a,method_b,ndcg_p_value,performance_loss_p_value,source_artifact
xlm-r,XLM-R,paired_held_out_tasks,single_new_typ,rrf_equal,0.0607533404332605,0.0940641714031258,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_typ,lightgbm_lambdarank,0.2443524721330131,0.1237564515180069,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_typ,mlp_listnet,0.1592895409234289,0.1958636336336306,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_geo,single_script,0.0321980408136853,0.1165576661834466,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_geo,single_distals_asjp,0.2638385263074538,0.705381637503639,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_geo,single_distals_wiki_size,0.0206899948665789,0.0309833664140337,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_geo,composite_equal,0.626377096650636,0.0860125393033071,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_geo,rrf_equal,0.213150645192326,0.0315927702897123,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_geo,lightgbm_lambdarank,0.4775813248319931,0.1332093920592655,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_geo,mlp_listnet,0.3257459819830424,0.0310356663413193,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_script,single_distals_asjp,0.3070629878154047,0.0988398189167948,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_script,single_distals_wiki_size,0.2837455190059236,0.0394061357051216,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_script,composite_equal,0.010292868986702,0.0386643593086139,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_script,rrf_equal,0.0017432996672339,0.0210775886815151,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_script,lightgbm_lambdarank,0.0097550558057416,0.0044545315587306,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_script,mlp_listnet,0.0016444373039414,0.0139901379896262,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_distals_asjp,single_distals_wiki_size,0.18123448088101,0.0172280650969302,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_distals_asjp,composite_equal,0.0175750847051195,0.1355428794678674,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_distals_asjp,rrf_equal,0.011281739552021,0.0788681592060337,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_distals_asjp,lightgbm_lambdarank,0.0204895164137803,0.0004809428149734,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_distals_asjp,mlp_listnet,0.0142454584705305,0.0297618628217214,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_distals_wiki_size,composite_equal,0.0106384005555348,0.0117657438023981,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_distals_wiki_size,rrf_equal,0.0017250255312855,0.005039536289621,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_distals_wiki_size,lightgbm_lambdarank,0.0072238266001228,0.0010959618349511,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_distals_wiki_size,mlp_listnet,0.0053265546967286,0.0051679975705021,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,composite_equal,rrf_equal,0.1239526287498437,0.7065608575078423,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,composite_equal,lightgbm_lambdarank,0.5132360524447542,0.8544231187971985,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,composite_equal,mlp_listnet,0.4151632704034325,0.8887004244467571,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,rrf_equal,lightgbm_lambdarank,0.8202830593133343,0.9553446424516232,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,rrf_equal,mlp_listnet,0.5529884170275571,0.6830650670175324,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,lightgbm_lambdarank,mlp_listnet,0.90096398958661,0.6671485140739876,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
