dataset,task,model,metric,method,method_group,target_resource_level,n_targets,cnotc_trial_complexity,cnotc_pool_fraction,cnotc_near_oracle_coverage,cnotc_exact_best_coverage,cnotc_best_in_set_performance_loss,large_enough_for_main_ctc
wikiann_xlm-r,wikiann,xlm-r,f1_score,lightgbm_lambdarank,trained,hrl,7,25.0,0.4629629629629629,0.8571428571428571,0.7142857142857143,0.022621392461369526,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,lightgbm_lambdarank,trained,lrl,94,22.148936170212767,0.4033061107529192,0.8723404255319149,0.6914893617021277,0.025159902969812267,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,lightgbm_lambdarank,trained,mrl,43,22.441860465116278,0.41481481481481475,0.9534883720930233,0.8372093023255814,0.00700211355785319,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,mlp_listnet,trained,hrl,7,27.285714285714285,0.5052910052910053,1.0,0.8571428571428571,0.0018660118158140573,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,mlp_listnet,trained,lrl,94,24.21276595744681,0.4409270005014685,0.8829787234042553,0.6595744680851063,0.019703131470874793,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,mlp_listnet,trained,mrl,43,25.6046511627907,0.47333803147756637,0.9302325581395349,0.813953488372093,0.013569739157491531,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,rrf_equal,composite,hrl,7,29.142857142857142,0.5396825396825397,1.0,0.8571428571428571,0.0018660118158140573,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,rrf_equal,composite,lrl,94,26.27659574468085,0.47855863600544446,0.8723404255319149,0.7127659574468085,0.016489485250239883,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,rrf_equal,composite,mrl,43,27.767441860465116,0.5133583901025762,0.9069767441860465,0.8372093023255814,0.014417790568434131,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_distals_asjp,individual,hrl,7,22.0,0.4074074074074074,1.0,0.8571428571428571,0.0018660118158140573,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_distals_asjp,individual,lrl,94,22.98936170212766,0.41874059746400166,0.8617021276595744,0.6276595744680851,0.019777879960277064,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_distals_asjp,individual,mrl,43,22.953488372093023,0.4244538407329105,0.9302325581395349,0.7209302325581395,0.024750213547507408,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_distals_wiki_size,individual,hrl,7,36.57142857142857,0.6772486772486772,0.8571428571428571,0.8571428571428571,0.013694364818944085,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_distals_wiki_size,individual,lrl,94,33.52127659574468,0.610495021133319,0.8404255319148937,0.6808510638297872,0.028614209877943664,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_distals_wiki_size,individual,mrl,43,34.97674418604651,0.6465899303108605,0.9534883720930233,0.7441860465116279,0.01135422260526247,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_new_gen,individual,hrl,7,34.142857142857146,0.6322751322751322,1.0,0.8571428571428571,0.0018660118158140573,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_new_gen,individual,lrl,94,32.319148936170215,0.5886274088401747,0.9042553191489362,0.7340425531914894,0.0168662239357512,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_new_gen,individual,mrl,43,33.348837209302324,0.6165531281810351,0.9302325581395349,0.7209302325581395,0.01080001930571967,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_new_geo,individual,hrl,7,21.714285714285715,0.40211640211640204,1.0,0.7142857142857143,0.0027402143293071856,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_new_geo,individual,lrl,94,20.106382978723403,0.3661687799985672,0.851063829787234,0.6276595744680851,0.022179894949908404,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_new_geo,individual,mrl,43,21.325581395348838,0.3942526035549291,0.8837209302325582,0.6511627906976745,0.01695475415562272,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_new_typ,individual,hrl,7,40.285714285714285,0.746031746031746,1.0,1.0,0.0,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_new_typ,individual,lrl,94,36.57446808510638,0.6661651980800918,0.9148936170212766,0.776595744680851,0.009882671134101505,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_new_typ,individual,mrl,43,38.0,0.7025213374050584,0.9534883720930233,0.7906976744186046,0.010945891864058989,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_script,individual,hrl,7,23.428571428571427,0.4338624338624339,0.8571428571428571,0.5714285714285714,0.029075216430370542,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_script,individual,lrl,94,24.74468085106383,0.45061967189626767,0.8085106382978723,0.6170212765957447,0.03404053807565474,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,single_script,individual,mrl,43,25.046511627906977,0.4630490956072352,0.9534883720930233,0.7906976744186046,0.006686916122071407,True
xnli_mt5,xnli,mt5,f1_score,composite_equal,composite,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,composite_equal,composite,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,composite_equal,composite,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,lightgbm_lambdarank,trained,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,lightgbm_lambdarank,trained,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,lightgbm_lambdarank,trained,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,mlp_listnet,trained,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,mlp_listnet,trained,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,mlp_listnet,trained,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,rrf_equal,composite,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,rrf_equal,composite,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,rrf_equal,composite,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_distals_asjp,individual,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_distals_asjp,individual,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_distals_asjp,individual,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_distals_wiki_size,individual,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_distals_wiki_size,individual,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_distals_wiki_size,individual,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_new_gen,individual,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_new_gen,individual,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_new_gen,individual,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_new_geo,individual,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_new_geo,individual,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_new_geo,individual,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_new_typ,individual,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_new_typ,individual,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_new_typ,individual,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_script,individual,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_script,individual,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mt5,f1_score,single_script,individual,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,composite_equal,composite,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,composite_equal,composite,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,composite_equal,composite,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,lightgbm_lambdarank,trained,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,lightgbm_lambdarank,trained,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,lightgbm_lambdarank,trained,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,mlp_listnet,trained,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,mlp_listnet,trained,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,mlp_listnet,trained,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,rrf_equal,composite,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,rrf_equal,composite,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,rrf_equal,composite,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_distals_asjp,individual,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_distals_asjp,individual,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_distals_asjp,individual,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_distals_wiki_size,individual,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_distals_wiki_size,individual,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_distals_wiki_size,individual,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_new_gen,individual,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_new_gen,individual,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_new_gen,individual,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_new_geo,individual,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_new_geo,individual,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_new_geo,individual,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_new_typ,individual,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_new_typ,individual,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_new_typ,individual,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_script,individual,hrl,6,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_script,individual,lrl,1,14.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,xlm-r,f1_score,single_script,individual,mrl,8,14.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,composite_equal,composite,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,composite_equal,composite,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,lightgbm_lambdarank,trained,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,lightgbm_lambdarank,trained,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,mlp_listnet,trained,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,mlp_listnet,trained,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,rrf_equal,composite,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,rrf_equal,composite,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,single_distals_asjp,individual,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,single_distals_asjp,individual,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,single_distals_wiki_size,individual,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,single_distals_wiki_size,individual,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,single_new_gen,individual,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,single_new_gen,individual,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,single_new_geo,individual,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,single_new_geo,individual,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,single_new_typ,individual,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,single_new_typ,individual,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,single_script,individual,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mt5,f1_score,single_script,individual,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,composite_equal,composite,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,composite_equal,composite,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,lightgbm_lambdarank,trained,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,lightgbm_lambdarank,trained,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,mlp_listnet,trained,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,mlp_listnet,trained,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,rrf_equal,composite,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,rrf_equal,composite,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,single_distals_asjp,individual,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,single_distals_asjp,individual,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,single_distals_wiki_size,individual,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,single_distals_wiki_size,individual,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,single_new_gen,individual,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,single_new_gen,individual,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,single_new_geo,individual,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,single_new_geo,individual,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,single_new_typ,individual,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,single_new_typ,individual,mrl,7,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,single_script,individual,hrl,5,11.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,xlm-r,f1_score,single_script,individual,mrl,7,11.0,1.0,1.0,1.0,0.0,False
