dataset,task,model,model_name,metric,metric_name,method_a,method_b,outcome,mean_difference_a_minus_b,ci_lower,ci_upper,bootstrap_p_value,n_paired_units
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-Equal,Script,performance_loss_pct,-5.853307252374452,-16.612580381647494,4.7384746713906205,0.2896855157242138,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-Equal,Typological,performance_loss_pct,-7.362838050033727,-17.26348371271038,2.6922555962218397,0.15339233038348082,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-Equal,Wikipedia size,performance_loss_pct,-26.19190900710171,-36.48484991080394,-16.193409557627202,9.99950002499875e-05,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-RRF,Genetic,performance_loss_pct,4.877805492580543,-2.9425355790094576,12.803046971851861,0.21568921553922304,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-RRF,Geographic,performance_loss_pct,2.3797366523681602,-7.712097669308448,12.303154605425336,0.6422678866056697,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-RRF,LightGBM,performance_loss_pct,6.616216141731056,-0.02758597945364865,13.877083747159794,0.051497425128743564,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-RRF,MLP,performance_loss_pct,10.096255546000199,2.347334573439531,18.156109597275154,0.009099545022748862,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-RRF,NNRank,performance_loss_pct,10.655924766776483,4.124793488434409,17.824496871344394,0.000599970001499925,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-RRF,Script,performance_loss_pct,-2.584898542733107,-12.260601701367696,6.6405718636510125,0.600269986500675,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-RRF,Typological,performance_loss_pct,-4.094429340392382,-12.605126578032666,4.2974790522416555,0.33808309584520774,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-RRF,Wikipedia size,performance_loss_pct,-22.92350029746036,-32.908547123801725,-13.208369506629587,9.99950002499875e-05,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Genetic,Geographic,performance_loss_pct,-2.4980688402123827,-12.71807835304716,7.587129784647521,0.6338683065846707,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Genetic,LightGBM,performance_loss_pct,1.7384106491505125,-5.063445490516795,8.395657627790124,0.6128693565321733,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Genetic,MLP,performance_loss_pct,5.218450053419657,-1.269401213568111,11.60267022480282,0.10759462026898656,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Genetic,NNRank,performance_loss_pct,5.778119274195939,-0.19472281487633092,12.207576770730183,0.0575971201439928,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Genetic,Script,performance_loss_pct,-7.46270403531365,-18.02622694580718,2.773247715237221,0.1623918804059797,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Genetic,Typological,performance_loss_pct,-8.972234832972925,-19.15333558720585,0.9859165319010623,0.07829608519574022,46
