dataset,task,model,metric,method,method_type,resource,n_targets,trial_complexity,pool_fraction,near_oracle_coverage,exact_best_coverage,best_in_set_pl,large_enough_for_main_ctc
wikiann_mt5,wikiann,mT5,F1/LAS,Composite-Equal,Composite,HRL,5,6.0,0.1818181818181818,1.0,0.6,0.00367133535184636,True
wikiann_mt5,wikiann,mT5,F1/LAS,Composite-Equal,Composite,LRL,23,7.217391304347826,0.21262497093699137,0.6956521739130435,0.5652173913043478,0.0292592621843955,True
wikiann_mt5,wikiann,mT5,F1/LAS,Composite-Equal,Composite,MRL,28,6.857142857142857,0.20715558950853066,0.9285714285714286,0.5357142857142857,0.021759692755298272,True
wikiann_mt5,wikiann,mT5,F1/LAS,Composite-RRF,Composite,HRL,5,3.0,0.0909090909090909,1.0,0.6,0.00367133535184636,True
wikiann_mt5,wikiann,mT5,F1/LAS,Composite-RRF,Composite,LRL,23,7.3478260869565215,0.21646128807254122,0.7391304347826086,0.43478260869565216,0.02892879765997743,True
wikiann_mt5,wikiann,mT5,F1/LAS,Composite-RRF,Composite,MRL,28,6.071428571428571,0.18340972752737456,0.9285714285714286,0.5357142857142857,0.021880842399276488,True
wikiann_mt5,wikiann,mT5,F1/LAS,Genetic,Individual,HRL,5,10.4,0.3151515151515151,1.0,1.0,0.0,True
wikiann_mt5,wikiann,mT5,F1/LAS,Genetic,Individual,LRL,23,8.173913043478262,0.2409904673331783,0.782608695652174,0.391304347826087,0.032801874548358284,True
wikiann_mt5,wikiann,mT5,F1/LAS,Genetic,Individual,MRL,28,7.928571428571429,0.2397186147186147,0.9285714285714286,0.6428571428571429,0.008859530543936721,True
wikiann_mt5,wikiann,mT5,F1/LAS,Geographic,Individual,HRL,5,8.4,0.2545454545454545,1.0,0.6,0.00367133535184636,True
wikiann_mt5,wikiann,mT5,F1/LAS,Geographic,Individual,LRL,23,6.521739130434782,0.19204836084631477,0.782608695652174,0.391304347826087,0.03453928284890876,True
wikiann_mt5,wikiann,mT5,F1/LAS,Geographic,Individual,MRL,28,6.571428571428571,0.198497580850522,0.7857142857142857,0.42857142857142855,0.03654095127941187,True
wikiann_mt5,wikiann,mT5,F1/LAS,LightGBM,Trained,HRL,5,6.0,0.18181818181818182,1.0,0.8,0.00024877577977146,True
wikiann_mt5,wikiann,mT5,F1/LAS,LightGBM,Trained,LRL,23,7.217391304347826,0.21258622025885449,0.6956521739130435,0.34782608695652173,0.04078656427084449,True
wikiann_mt5,wikiann,mT5,F1/LAS,LightGBM,Trained,MRL,28,5.714285714285714,0.17277820218996687,0.8928571428571429,0.5,0.01829044333039386,True
wikiann_mt5,wikiann,mT5,F1/LAS,MLP,Trained,HRL,5,7.2,0.21818181818181817,1.0,0.6,0.00367133535184636,True
wikiann_mt5,wikiann,mT5,F1/LAS,MLP,Trained,LRL,23,5.6521739130434785,0.1665891653103929,0.7391304347826086,0.4782608695652174,0.027003288828622313,True
wikiann_mt5,wikiann,mT5,F1/LAS,MLP,Trained,MRL,28,5.821428571428571,0.17586580086580086,0.8571428571428571,0.5,0.02249553406533545,True
wikiann_mt5,wikiann,mT5,F1/LAS,NNRank,NNRank,HRL,5,8.2,0.24848484848484848,1.0,0.6,0.0020115780441900396,True
wikiann_mt5,wikiann,mT5,F1/LAS,NNRank,NNRank,LRL,23,9.173913043478262,0.27040223203906066,0.782608695652174,0.6956521739130435,0.020467702171647145,True
wikiann_mt5,wikiann,mT5,F1/LAS,NNRank,NNRank,MRL,28,9.0,0.27180417621594094,0.9642857142857143,0.5714285714285714,0.015503755628100769,True
wikiann_mt5,wikiann,mT5,F1/LAS,Script,Individual,HRL,5,4.8,0.14545454545454545,1.0,0.2,0.00940491175779816,True
wikiann_mt5,wikiann,mT5,F1/LAS,Script,Individual,LRL,23,8.826086956521738,0.26017205301092766,0.8260869565217391,0.6086956521739131,0.01924898781721531,True
wikiann_mt5,wikiann,mT5,F1/LAS,Script,Individual,MRL,28,8.142857142857142,0.24589381207028266,0.9642857142857143,0.39285714285714285,0.019128122714223626,True
wikiann_mt5,wikiann,mT5,F1/LAS,Typological,Individual,HRL,5,6.2,0.18787878787878787,1.0,0.6,0.005703683128471281,True
wikiann_mt5,wikiann,mT5,F1/LAS,Typological,Individual,LRL,23,9.347826086956522,0.27540106951871657,0.782608695652174,0.5652173913043478,0.016418514806420547,True
wikiann_mt5,wikiann,mT5,F1/LAS,Typological,Individual,MRL,28,9.5,0.2867647058823529,0.9285714285714286,0.5,0.01842946947579901,True
wikiann_mt5,wikiann,mT5,F1/LAS,Wikipedia size,Individual,HRL,5,10.0,0.303030303030303,1.0,0.4,0.013492660355980518,True
wikiann_mt5,wikiann,mT5,F1/LAS,Wikipedia size,Individual,LRL,23,12.0,0.3541036968146943,0.8695652173913043,0.6956521739130435,0.013594758376459156,True
wikiann_mt5,wikiann,mT5,F1/LAS,Wikipedia size,Individual,MRL,28,12.214285714285714,0.3690794499618029,0.9642857142857143,0.5357142857142857,0.013780220779303522,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,ASJP,Individual,HRL,5,10.0,0.30303030303030304,0.8,0.6,0.05363233661737352,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,ASJP,Individual,LRL,23,9.173913043478262,0.27051848407347123,0.6956521739130435,0.43478260869565216,0.05875595457249939,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,ASJP,Individual,MRL,28,10.285714285714286,0.31060606060606055,0.8928571428571429,0.6071428571428571,0.047998787636149565,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Composite-Equal,Composite,HRL,5,10.2,0.3090909090909091,0.8,0.6,0.02637119764816052,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Composite-Equal,Composite,LRL,23,9.956521739130435,0.2940013950244129,0.782608695652174,0.5652173913043478,0.02639432510524548,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Composite-Equal,Composite,MRL,28,9.928571428571429,0.30013368983957217,0.8928571428571429,0.7142857142857143,0.04059682156546197,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Composite-RRF,Composite,HRL,5,6.2,0.18787878787878787,0.8,0.6,0.03193756785689626,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Composite-RRF,Composite,LRL,23,7.086956521739131,0.2091374099046733,0.6521739130434783,0.4782608695652174,0.042305686440914356,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Composite-RRF,Composite,MRL,28,7.142857142857143,0.2157499363381716,0.8928571428571429,0.5357142857142857,0.04733364411148895,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Genetic,Individual,HRL,5,14.8,0.44848484848484843,0.8,0.6,0.02637119764816052,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Genetic,Individual,LRL,23,13.695652173913043,0.4043245756800743,0.7391304347826086,0.5217391304347826,0.03571575120020456,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Genetic,Individual,MRL,28,13.714285714285714,0.414820473644003,0.8928571428571429,0.5,0.02566095093303336,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Geographic,Individual,HRL,5,16.0,0.48484848484848486,0.8,0.4,0.03164047582310612,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Geographic,Individual,LRL,23,15.869565217391305,0.46872820274354804,0.7391304347826086,0.6521739130434783,0.040011350689751396,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Geographic,Individual,MRL,28,15.071428571428571,0.45559587471352175,0.8928571428571429,0.75,0.019755594727190153,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,LightGBM,Trained,HRL,5,15.6,0.47272727272727266,0.8,0.6,0.02637119764816052,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,LightGBM,Trained,LRL,23,19.82608695652174,0.5861427574982562,0.9130434782608695,0.7391304347826086,0.013015387417313388,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,LightGBM,Trained,MRL,28,18.642857142857142,0.5635663356251591,0.9285714285714286,0.8928571428571429,0.02866406867389899,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,MLP,Trained,HRL,5,10.6,0.32121212121212117,0.8,0.6,0.02637119764816052,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,MLP,Trained,LRL,23,10.347826086956522,0.30570409982174684,0.7391304347826086,0.4782608695652174,0.03745310944395103,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,MLP,Trained,MRL,28,9.5,0.2872103386809269,0.8928571428571429,0.7142857142857143,0.04407653802738546,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,NNRank,NNRank,HRL,5,16.0,0.48484848484848475,0.8,0.8,0.02856466353841632,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,NNRank,NNRank,LRL,23,16.17391304347826,0.4775633573587537,0.9565217391304348,0.7391304347826086,0.007769894885247604,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,NNRank,NNRank,MRL,28,16.285714285714285,0.4924242424242424,0.9642857142857143,0.8928571428571429,0.026366282097607614,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Script,Individual,HRL,5,17.0,0.5151515151515151,0.8,0.6,0.02637119764816052,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Script,Individual,LRL,23,17.434782608695652,0.5147640083701465,0.782608695652174,0.6086956521739131,0.05134937347890059,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Script,Individual,MRL,28,17.714285714285715,0.5355551311433665,0.9642857142857143,0.8571428571428571,0.02771155463306632,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Typological,Individual,HRL,5,19.8,0.6,0.8,0.6,0.023910761420542662,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Typological,Individual,LRL,23,18.652173913043477,0.5512671471750756,0.8695652173913043,0.782608695652174,0.018833581994337417,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Typological,Individual,MRL,28,17.0,0.5135599694423224,0.9285714285714286,0.6071428571428571,0.03490185009189094,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Wikipedia size,Individual,HRL,5,13.8,0.41818181818181815,0.8,0.8,0.026143182500917822,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Wikipedia size,Individual,LRL,23,14.652173913043478,0.43257382004185074,0.8695652173913043,0.6521739130434783,0.014767027649089586,True
wikiann_xlm-r,wikiann,XLM-R,F1/LAS,Wikipedia size,Individual,MRL,28,15.142857142857142,0.4576967150496562,0.9285714285714286,0.6071428571428571,0.028179121801364764,True
xnli_mt5,xnli,mT5,F1/LAS,ASJP,Individual,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,ASJP,Individual,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,Composite-Equal,Composite,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,Composite-Equal,Composite,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,Composite-RRF,Composite,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,Composite-RRF,Composite,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,Genetic,Individual,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,Genetic,Individual,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,Geographic,Individual,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,Geographic,Individual,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,LightGBM,Trained,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,LightGBM,Trained,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,MLP,Trained,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,MLP,Trained,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,NNRank,NNRank,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,NNRank,NNRank,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,Script,Individual,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,Script,Individual,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,Typological,Individual,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,Typological,Individual,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,Wikipedia size,Individual,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_mt5,xnli,mT5,F1/LAS,Wikipedia size,Individual,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,ASJP,Individual,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,ASJP,Individual,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,Composite-Equal,Composite,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,Composite-Equal,Composite,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,Composite-RRF,Composite,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,Composite-RRF,Composite,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,Genetic,Individual,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,Genetic,Individual,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,Geographic,Individual,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,Geographic,Individual,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,LightGBM,Trained,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,LightGBM,Trained,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,MLP,Trained,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,MLP,Trained,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,NNRank,NNRank,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,NNRank,NNRank,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,Script,Individual,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,Script,Individual,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,Typological,Individual,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,Typological,Individual,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,Wikipedia size,Individual,HRL,4,9.0,1.0,1.0,1.0,0.0,False
xnli_xlm-r,xnli,XLM-R,F1/LAS,Wikipedia size,Individual,MRL,6,9.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,ASJP,Individual,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,ASJP,Individual,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,Composite-Equal,Composite,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,Composite-Equal,Composite,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,Composite-RRF,Composite,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,Composite-RRF,Composite,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,Genetic,Individual,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,Genetic,Individual,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,Geographic,Individual,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,Geographic,Individual,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,LightGBM,Trained,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,LightGBM,Trained,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,MLP,Trained,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,MLP,Trained,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,NNRank,NNRank,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,NNRank,NNRank,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,Script,Individual,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,Script,Individual,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,Typological,Individual,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,Typological,Individual,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,Wikipedia size,Individual,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_mt5,xquad,mT5,F1/LAS,Wikipedia size,Individual,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,ASJP,Individual,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,ASJP,Individual,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,Composite-Equal,Composite,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,Composite-Equal,Composite,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,Composite-RRF,Composite,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,Composite-RRF,Composite,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,Genetic,Individual,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,Genetic,Individual,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,Geographic,Individual,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,Geographic,Individual,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,LightGBM,Trained,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,LightGBM,Trained,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,MLP,Trained,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,MLP,Trained,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,NNRank,NNRank,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,NNRank,NNRank,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,Script,Individual,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,Script,Individual,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,Typological,Individual,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,Typological,Individual,MRL,6,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,Wikipedia size,Individual,HRL,3,8.0,1.0,1.0,1.0,0.0,False
xquad_xlm-r,xquad,XLM-R,F1/LAS,Wikipedia size,Individual,MRL,6,8.0,1.0,1.0,1.0,0.0,False
